id	logFC	AveExpr	t	P.Value	adj.P.Val	B
PDHA2	0.190855938218388	6.45401056603774	1.84760491777651	0.0699683509880792	0.279548148933248	-4.59891290705119
OSGIN2	0.159961646551722	7.52596843396226	1.84755062428593	0.0699763383286779	0.279548148933248	-4.59900515607025
MCM6	-0.13467133908046	8.0204010754717	-1.84708198896768	0.0700453131668149	0.279680929001782	-4.59980130612415
HERC2P2	-0.118963083333333	7.4070600754717	-1.84673603615621	0.0700962680653191	0.279741659295863	-4.60038892064152
CENPA	0.110825140804598	6.60915475471698	1.84616877963587	0.0701798860813181	0.279932613900303	-4.60135221864137
NPTX2	0.222876602011493	6.29738305660377	1.84565538347555	0.0702556371149805	0.280092010219988	-4.6022238280805
ROCK1	0.111680117816095	7.86984690566038	1.8440716026922	0.0704897564676462	0.280882298429633	-4.60491132012232
FCER1A	-0.463095102011494	7.21626313207547	-1.8424507108811	0.0707300419038832	0.281696339918468	-4.60765968231031
CYB5B	-0.132333837643676	9.25144937735849	-1.84209991778345	0.0707821351436769	0.281701642741571	-4.60825420224977
TRIM33	0.1542637887931	8.60902011320755	1.84195502314954	0.0708036616169777	0.281701642741571	-4.60849973885101
MEGF9	0.185460314655172	8.57133866037736	1.84171481785149	0.0708393601987494	0.281701642741571	-4.60890675022378
LY9	-0.209611984195408	7.96767435849057	-1.84032486334842	0.0710462287747773	0.282248753636194	-4.6112610147871
LIG1	-0.328714066091956	7.11303016981132	-1.84015144851745	0.0710720739644605	0.282248753636194	-4.61155462995687
GPI	-0.165736465517247	10.627967509434	-1.84006380933289	0.071085138438147	0.282248753636194	-4.61170300588532
RIN2	-0.148135583333334	8.35121726415094	-1.83855138122712	0.0713109165577382	0.283001639442626	-4.61426261417639
DGKQ	-0.195105925287356	6.93796709433962	-1.83706900710165	0.0715327936350591	0.283573033797185	-4.61676956029911
GM2A	-0.238264642241381	10.1540609056604	-1.83686818815806	0.0715628962190722	0.283573033797185	-4.61710904217146
LSM7	0.229191515804601	9.18210988679245	1.83686348703276	0.071563601041329	0.283573033797185	-4.61711698897232
NKX2-8	-0.196415040229887	6.67033345283019	-1.83635337518709	0.0716401149322345	0.283616799337446	-4.61797917758215
PRKACB	-0.163881670977013	7.57272618867924	-1.83630665231768	0.0716471265384782	0.283616799337446	-4.61805813780416
AGPAT2	0.163031192528731	8.64922383018868	1.83518632239668	0.0718154251871845	0.283890524383113	-4.61995093093725
CADPS	0.186983533045975	5.57054945283019	1.83503433694176	0.0718382824089717	0.283890524383113	-4.62020763136072
DRAP1	-0.126572438218393	10.1056069245283	-1.834779433024	0.0718766313667614	0.283890524383113	-4.62063811696218
DDIT4	0.488716676724133	8.80413188679245	1.83462394182576	0.0719000326583539	0.283890524383113	-4.62090068697222
AUH	-0.135281229885059	7.84039952830189	-1.83447818770202	0.0719219743484306	0.283890524383113	-4.62114679667385
ADH1C	-0.249858156609196	6.26738486792453	-1.83439880685909	0.0719339266357926	0.283890524383113	-4.62128082608208
SLCO2A1	0.121502564655171	5.51379966037736	1.83369829215125	0.072039474829261	0.284163775208567	-4.6224633781369
TCP10	0.165706048850572	6.32427426415094	1.83180932479908	0.0723247394119725	0.285070660598081	-4.62565019481456
SLC2A4	0.142995872126436	5.86690356603774	1.83169367571986	0.0723422351070519	0.285070660598081	-4.62584520861395
RXRB	-0.0984638936781632	9.43501511320755	-1.83127539568027	0.072405543321824	0.285176538518669	-4.62655044463676
ZNF267	0.200162737068967	7.53505313207547	1.830411163124	0.0725364956529508	0.285383232253325	-4.62800712361604
B4GALT5	0.296419382183911	8.51297732075472	1.83007735894188	0.0725871284163515	0.285383232253325	-4.62856959401333
RBM8A	0.0832489051724119	7.46348003773585	1.82993529655988	0.0726086860228198	0.285383232253325	-4.62880894608546
EXTL1	-0.137849369252875	5.62252652830189	-1.82977858968843	0.0726324721364624	0.285383232253325	-4.62907295273781
ZNF248	-0.171485192528736	6.46099539622641	-1.82972668207126	0.0726403524979073	0.285383232253325	-4.62916039796033
ANKRD1	0.255356798850575	5.77741069811321	1.82715036730355	0.0730323801326963	0.286748881350393	-4.6334977899845
NAT8	0.211394287356322	6.67482890566038	1.82683394486336	0.073080651252032	0.286748881350393	-4.63403013577569
CLIP2	-0.174084346264371	8.43305150943396	-1.82655813720464	0.073122748339955	0.286748881350393	-4.63449408532444
DLST	-0.117637531609196	8.08827937735849	-1.82648102521589	0.073134521744874	0.286748881350393	-4.63462378811442
SEC13	0.136879390804593	8.55328060377358	1.82591745133507	0.0732206161818967	0.286942685147483	-4.63557157577868
SYT1	-0.119847254310345	6.2456330754717	-1.82492138697167	0.073372988328615	0.287395899229099	-4.63724607095752
IDH1	-0.183304316091958	8.62101624528302	-1.82441892968896	0.073449952347425	0.287553440255602	-4.63809045162886
SLK	0.182063053160918	7.37227569811321	1.82379203003857	0.07354607293049	0.287622646616317	-4.63914367021915
TAF1	0.117153632183908	6.68626626415094	1.82358639767636	0.0735776249062784	0.287622646616317	-4.63948907191001
MFGE8	-0.249888188218394	9.22346801886792	-1.82353581318794	0.0735853882697893	0.287622646616317	-4.63957403365527
PHF20	0.123912478448275	7.88244779245283	1.82334526469429	0.0736146385346898	0.287622646616317	-4.63989406037057
PDIA2	0.104464091954024	6.16095626415094	1.82245528174915	0.0737513852634488	0.28801314424738	-4.64138839817166
PPARG	0.205596597701148	7.48997458490566	1.82188509535648	0.0738391070063183	0.288125381585574	-4.64234543874257
SPIB	-0.153996350574713	7.95304167924528	-1.82144916296866	0.0739062331885844	0.288125381585574	-4.6430769596708
SERPINA6	-0.167420386494255	6.06717866037736	-1.82117202556085	0.0739489342755448	0.288125381585574	-4.64354193263988
COX11	-0.133070218390805	7.58728066037736	-1.82108327774262	0.0739626128388074	0.288125381585574	-4.64369081790469
CXCL9	0.353794354885054	6.14667513207547	1.82107292925035	0.0739642079741142	0.288125381585574	-4.64370817834267
OR10H3	0.160965247126435	7.18212249056604	1.82039551406462	0.074068688819181	0.288388835173587	-4.64484440793684
SIGLEC7	-0.19908153448276	7.13628909433962	-1.81901934559444	0.0742813231116781	0.289072916296366	-4.64715150785564
FGFR3	0.236624410919537	6.0863451509434	1.81734579030039	0.0745405973036719	0.289937730864084	-4.64995508986372
LGALS2	0.285012469827586	7.30846309433962	1.81680676171189	0.0746242673755894	0.290118984839227	-4.65085759871299
BAZ2B	0.219005285919538	8.97693662264151	1.81636854221391	0.0746923475336635	0.290239479542428	-4.65159114608182
TBP	-0.122883535919541	8.18781554716981	-1.81559692698365	0.0748123494681056	0.290561512127739	-4.6528823934333
ALDOB	0.19989470545977	6.49557905660377	1.81521083358298	0.0748724555629937	0.290650712914677	-4.65352831334903
GRM8	0.214594228448276	5.14625335849057	1.81430124236278	0.0750142186799163	0.290917417201579	-4.65504954572141
DOPEY2	-0.176950576149427	6.99212252830189	-1.81429299084401	0.0750155057389198	0.290917417201579	-4.65506334276732
CRELD1	-0.186440499999998	7.77355188679245	-1.81405203867871	0.0750530972484166	0.29091903866573	-4.6554662051215
SLC3A2	-0.136719975574717	9.57287541509434	-1.81348727937785	0.0751412685778266	0.291102494751488	-4.65641027466901
SYN1	0.0923731810344819	8.67269956603774	1.81306431218652	0.0752073599181339	0.291102494751488	-4.65711714984666
OLFM4	0.338205943965515	5.51448620754717	1.81303452037931	0.0752120169163697	0.291102494751488	-4.65716693329373
CD8B	0.123221551724138	7.21333011320755	1.8127310203486	0.0752594732404159	0.291142183677457	-4.65767405425678
LAT	-0.219314520114945	7.74165113207547	-1.81246803563378	0.0753006147490019	0.291157416514669	-4.65811341711292
IFNGR1	0.241184311781609	11.2795195660377	1.81118472966891	0.0755016466251349	0.291790561228793	-4.66025659995985
AFAP1	0.106554294540226	7.82302058490566	1.81013149420691	0.0756669735671268	0.292241706035668	-4.6620145510293
RBP4	0.21319744827586	6.98646320754717	1.80996544250523	0.0756930664623433	0.292241706035668	-4.66229162472846
ACOT11	-0.107845606321838	6.55023905660377	-1.80967746685722	0.0757383360217729	0.292272296699406	-4.66277208729894
GNG7	-0.157908112068972	8.05595569811321	-1.80874974020732	0.0758843282865336	0.292691351981475	-4.6643194595128
TNFAIP8	0.254216847701148	8.67717186792453	1.80704665059602	0.0761529498160124	0.293471445655073	-4.66715824672971
TSPYL5	-0.158445800287362	7.44607428301887	-1.80699203312576	0.0761615775780033	0.293471445655073	-4.66724924645916
RIOK3	0.255375603448273	8.64131032075472	1.80484024721174	0.0765021410951317	0.294638659552412	-4.67083246167971
CTRL	0.0963119339080443	7.49257956603774	1.8043138698331	0.0765856448041398	0.294815177686767	-4.67170842508442
PIN1	-0.155970420977015	9.94297073584906	-1.80255874540896	0.0768646267891548	0.295743642700062	-4.67462755600068
ITIH4	-0.152859313218392	7.05661041509434	-1.80112954448231	0.077092430311501	0.296474378190568	-4.67700275151971
NCBP2	-0.142866122126442	8.29616367924528	-1.80070664507327	0.0771599454333705	0.29658827748603	-4.67770525013235
POP5	-0.153859205459773	7.68745267924528	-1.8002240474391	0.0772370517168606	0.296738913468901	-4.67850673787577
NPPA	0.10354795689655	6.98361956603774	1.79969707377012	0.077321321748991	0.296916910700492	-4.67938170707887
ZNF451	-0.142595729885062	7.92338575471698	-1.79865733650513	0.0774878150926994	0.297410319232695	-4.68110738612129
SLC7A6	-0.167031831896551	8.2452178490566	-1.79491872981606	0.0780889590788201	0.299570683211199	-4.68730514886095
PIAS2	0.0975424295977012	7.18022598113208	1.79387549951165	0.078257398048215	0.299938614006754	-4.68903254896017
DUSP5	-0.362280153735632	8.44179852830189	-1.79384999817887	0.078261519269332	0.299938614006754	-4.68907476339507
DCTN6	0.124348760057471	8.17651167924528	1.79350008789734	0.078318085921152	0.300008487723414	-4.68965394468395
FAM32A	0.118401119252869	10.2634752264151	1.79252136242359	0.0784764886442536	0.300326506747554	-4.69127342660725
ICK	-0.182748334770113	6.86354516981132	-1.79239827705524	0.0784964284516646	0.300326506747554	-4.69147703859078
SNAPC3	-0.125951027298855	7.67842435849057	-1.79216727417251	0.0785338623082923	0.300326506747554	-4.69185913791878
RPE	-0.100157096264369	7.46261201886792	-1.79203929522366	0.0785546076299825	0.300326506747554	-4.69207080769575
FUT6	0.142708675287354	7.49743796226415	1.79048019696055	0.0788077046197441	0.301138454022229	-4.69464838981767
CHST1	0.0988595732758615	7.1313458490566	1.79025731252388	0.0788439422810563	0.301138454022229	-4.69501671140367
CACNA1F	-0.12932925862069	6.89883543396226	-1.78982447575935	0.0789143548086318	0.301260361332855	-4.6957318678152
NR1I3	0.257780497126435	5.78377062264151	1.78907728202751	0.0790360295664504	0.301577751041951	-4.6969660609959
SNED1	-0.153222771551727	7.003368	-1.7886818234969	0.0791004903470394	0.301639632807159	-4.69761908308591
RNMT	-0.106522274425286	8.83821801886793	-1.78793489622214	0.079222361264673	0.301639632807159	-4.69885213744494
TM9SF2	0.201939169540227	9.05197043396226	1.78780834710894	0.0792430249298974	0.301639632807159	-4.69906100400653
THOC5	0.264323339080457	6.04686558490566	1.78771825326555	0.0792577387125297	0.301639632807159	-4.69920969394559
MID1	0.143139599137923	7.47420779245283	1.78753819301105	0.079287152303382	0.301639632807159	-4.69950684359269
GLB1	-0.17063638074713	9.45159513207547	-1.78707698349563	0.0793625343783778	0.301639632807159	-4.70026784683623
ISCA1	0.111012466954019	8.21312196226415	1.78705537864731	0.0793660670351096	0.301639632807159	-4.7003034909177
KRT16	-0.10295161494253	6.8898611509434	-1.78689562331556	0.0793921930600365	0.301639632807159	-4.70056704637673
MAD2L1BP	0.108225826149425	8.51187411320755	1.78666744569276	0.0794295211657162	0.301639632807159	-4.7009434448743
SORT1	0.261917889367814	7.00053060377359	1.78661758501301	0.0794376799406536	0.301639632807159	-4.70102568865094
INADL	-0.254894748563219	5.83053383018868	-1.78633534014645	0.0794838772690038	0.301668682593222	-4.70149120516059
IQSEC3	0.246351227011495	6.46731203773585	1.78591590911881	0.0795525704174489	0.301778096510878	-4.70218286714978
HIC2	-0.180307715517241	7.72012981132075	-1.78551054904656	0.0796190061628621	0.301778096510878	-4.70285118850703
LBR	0.227243089080456	9.58139964150943	1.78508902721198	0.0796881398330038	0.301778096510878	-4.70354601314866
CDX1	0.140149021551723	5.73778818867925	1.78489524744597	0.0797199384054717	0.301778096510878	-4.70386538537477
CFH	0.183198839080459	7.64027920754717	1.78460350807508	0.0797678317799776	0.301778096510878	-4.7043461487121
MAPK1	-0.127339586206896	9.47110062264151	-1.78447966339913	0.079788169994056	0.301778096510878	-4.70455021382551
BRD2	-0.116129879310346	10.6958307358491	-1.78427623662439	0.0798215868588616	0.301778096510878	-4.70488538309539
LOR	0.089893597701149	7.57633439622642	1.78395107013241	0.0798750261375598	0.301778096510878	-4.70542106228014
MCCC2	-0.207053563218395	6.65973620754717	-1.78366994669222	0.0799212512553535	0.301778096510878	-4.7058841151122
PPIL2	-0.0952776020114943	7.18753126415094	-1.78354851845886	0.0799412245996571	0.301778096510878	-4.70608410575029
ARHGAP12	-0.152426443965517	7.78650822641509	-1.78338057002663	0.0799688567695895	0.301778096510878	-4.70636069460251
CTSZ	-0.284200622126432	8.25908820754717	-1.78334058079267	0.0799754372813137	0.301778096510878	-4.70642654817349
RALY	-0.148427135057473	10.2254417358491	-1.78286160450563	0.0800542913533471	0.301858729094172	-4.70721521607201
RS1	0.211143277298851	5.79510701886792	1.78274226366402	0.0800739485815871	0.301858729094172	-4.70741168983538
WRN	-0.146903341954023	6.45043550943396	-1.78141304251578	0.0802931636707328	0.302451216539752	-4.70959923006443
PCSK1	0.274259876436782	6.89466364150943	1.78132069959141	0.0803084114451321	0.302451216539752	-4.70975114784874
C16orf80	-0.220513515804601	7.39293845283019	-1.78065786862242	0.0804179298109733	0.302717998413024	-4.71084139771598
IQCK	-0.127171527298849	7.08376703773585	-1.77961085490996	0.0805911798350286	0.303224314129295	-4.71256283205509
GPR65	0.231994222701149	6.14243294339623	1.7792896870123	0.0806443860469108	0.303278695436388	-4.71309069598253
LRRC37A	-0.192058227011495	6.07020645283019	-1.77756656377235	0.080930347392951	0.304026728983748	-4.7159213355045
PTGER4	-0.22719905172414	8.47175403773585	-1.77755990379316	0.0809314542896593	0.304026728983748	-4.71593227137736
RAMP1	-0.220072326149426	5.74530535849057	-1.77728512313005	0.0809771341787635	0.304026728983748	-4.71638343721256
TMED3	-0.220344892241378	10.1997323018868	-1.77715551597205	0.0809986876988391	0.304026728983748	-4.71659621933462
GGA2	-0.156027014367815	8.68326181132075	-1.77605408205876	0.0811820479987557	0.304568891485265	-4.71840393841883
ZNF174	-0.171611277298848	6.48264169811321	-1.77572420948831	0.0812370305508947	0.304629133249306	-4.71894514521786
ZNF629	-0.165769275862071	7.46542205660377	-1.77531196537589	0.0813057862726211	0.304740940311079	-4.71962136966194
EEF1D	0.165853603448271	10.2741265849057	1.77490192110614	0.0813742232065722	0.304851446057747	-4.72029384719547
CELSR2	-0.135410645114946	6.6806969245283	-1.77456595022688	0.0814303329730482	0.30491568700817	-4.7208447405904
SERPINA3	0.128256231321836	7.07613139622642	1.77363144448771	0.0815865723483197	0.305354622285007	-4.72237656763195
KARS	-0.100418175287359	9.80732462264151	-1.77328636712711	0.0816443287137925	0.305417231088135	-4.72294203169144
AMPD3	0.170261343390803	7.3420600754717	1.77299153682558	0.0816937021026659	0.305417231088135	-4.72342508049323
CRLF1	-0.178853775862072	7.52487011320755	-1.77283230224062	0.0817203784690206	0.305417231088135	-4.7236859401171
NDRG2	-0.182516557471265	7.11141128301887	-1.77180928711834	0.081891936036397	0.305912310940736	-4.72536135658412
MRPS12	-0.108813290229886	8.57583273584906	-1.77131615040109	0.0819747411789784	0.306075536482197	-4.72616867134893
TRAT1	0.380836992816093	5.84016754716981	1.77075576421316	0.0820689231778749	0.306194431173847	-4.72708583778636
MUT	-0.0949329511494259	8.13028847169811	-1.77066114281586	0.0820848347307348	0.306194431173847	-4.72724067618748
MC5R	0.100532568965517	7.04772388679245	1.76975126745045	0.0822379707396796	0.306619513582055	-4.72872922020403
NAP1L3	-0.187228403735634	6.61811681132076	-1.76836685101182	0.0824714304349786	0.307343530754354	-4.73099280189672
RHBDD3	-0.19175975	7.64918060377359	-1.76794808429331	0.0825421573538374	0.307460696549801	-4.73167719352364
TNXA	-0.202463530172413	7.85498794339623	-1.76764570540849	0.0825932585300702	0.30750468185363	-4.73217128255103
NELL2	-0.27228073563218	7.51374986792453	-1.76715145055718	0.0826768429087527	0.307598148568878	-4.73297873626864
SIN3B	-0.145582206896554	8.08264481132075	-1.76703248317786	0.0826969722193866	0.307598148568878	-4.73317306077264
ME2	-0.115488663793107	8.67337633962264	-1.76667978529222	0.0827566727674049	0.307673976759007	-4.73374909855052
MYO1D	0.212913695402296	7.29617811320755	1.76512367966128	0.0830205004720986	0.30850827953212	-4.7362893600283
ZNF23	-0.124763231321838	7.10069686792453	-1.7645800033073	0.0831128421348035	0.308704842214984	-4.73717641389011
FSTL1	0.313026311781609	6.90475133962264	1.76422659232354	0.0831729136637005	0.308781414768558	-4.73775290333277
PDE5A	0.216553132183908	6.33536216981132	1.76347117180447	0.0833014384700129	0.309111928623196	-4.73898481234428
TMF1	0.10440583908046	7.93893905660377	1.76297185498415	0.0833864812866351	0.309280854288723	-4.73979882011902
CCNA2	0.109489056034477	7.00658998113208	1.76223970354786	0.0835113106927054	0.309512618264518	-4.74099203391816
PRDM2	0.0881986379310344	7.15971013207547	1.7621414954179	0.0835280666719476	0.309512618264518	-4.74115205371862
DDX3X	0.183182810344821	9.58600460377358	1.76183943188269	0.0835796213827323	0.309557083266097	-4.7416441846658
KIR2DL1	0.244671274425285	6.05149194339623	1.76137635262342	0.0836587088455666	0.309703432083919	-4.74239850142299
TGFBR2	-0.180962038793103	10.3565966603774	-1.76078395813176	0.0837599722666973	0.309849769515403	-4.74336320435105
BSG	-0.274220918103447	11.6342107169811	-1.7604231727176	0.0838216945518957	0.309849769515403	-4.74395059483543
PTPRN	0.100141905172412	7.62961237735849	1.76008236070674	0.0838800345687142	0.309849769515403	-4.74450536842215
RUNX2	0.151161584770112	6.96736926415094	1.75997168633578	0.0838989870085236	0.309849769515403	-4.7446855035255
MAPKBP1	-0.14443104597701	7.04590035849057	-1.75937795852628	0.0840007207597606	0.309849769515403	-4.74565169075043
ARHGEF17	0.176540603448273	6.62596118867924	1.75935677644767	0.0840043521490031	0.309849769515403	-4.74568615548211
DENND4A	0.136278672413791	7.1933680754717	1.75924564357911	0.0840234065587933	0.309849769515403	-4.74586697042084
TNF	-0.297884364942531	8.52383058490566	-1.75904845281295	0.0840572249653822	0.309849769515403	-4.74618777788834
CD300C	-0.235878637931039	8.54424883018868	-1.75884824002333	0.0840915732282421	0.309849769515403	-4.74651346908899
GNAO1	-0.139092287356324	6.16225556603774	-1.75883315408542	0.0840941618260562	0.309849769515403	-4.74653800842765
NDUFS1	-0.102881843390804	7.70642645283019	-1.75849486741831	0.0841522258733108	0.309917797498603	-4.74708822867215
IDI1	0.132351159482758	8.77677543396226	1.75741703040363	0.0843374497739349	0.310185865344096	-4.74884069233967
FASLG	-0.301142262931037	6.30083616981132	-1.75740855677868	0.0843389072888957	0.310185865344096	-4.74885446588168
ASB9	0.171142873563215	6.14509354716981	1.75737941244377	0.0843439204513462	0.310185865344096	-4.74890183839305
ALOX5AP	0.326754590517243	11.1764176226415	1.75709708360393	0.0843924970960529	0.310218732866937	-4.74936071215066
PDK4	-0.287428149425287	6.31926066037736	-1.7566679648388	0.0844663744949121	0.310226952333602	-4.75005804025138
GNAI3	0.171276451149428	7.46919188679245	1.75662360699478	0.0844740142375295	0.310226952333602	-4.7501301141406
STK3	0.133878633620688	7.52854647169811	1.75625106259048	0.0845382001513362	0.310295847580819	-4.75073537091977
MYH11	0.239990897988505	6.66367556603774	1.75605455467852	0.0845720729478517	0.310295847580819	-4.75105458275338
CRTC1	-0.104888081896555	6.84257328301887	-1.75498605685288	0.0847564513010556	0.310729325176914	-4.75278971750616
RGS1	0.289541951149423	6.70497369811321	1.75490765952493	0.0847699925641942	0.310729325176914	-4.75291698995884
IQCB1	-0.162071912356327	7.53583643396226	-1.7546799576324	0.0848093328108725	0.310729325176914	-4.75328661896543
HCG9	0.128395011494252	6.27887720754717	1.75413423489398	0.0849036795216094	0.310929431884003	-4.75417231799058
ZNF76	-0.259566683908046	6.74096111320755	-1.75366957966611	0.0849840796627761	0.311036581109289	-4.75492625227536
KIAA0319	0.231188439655172	5.84569058490566	1.75330177046793	0.0850477671905982	0.311036581109289	-4.75552292116586
HSP90AB1	-0.151298206896556	10.6178631886792	-1.75327635089853	0.0850521701474418	0.311036581109289	-4.75556415327962
CIAO1	-0.0903220474137942	8.52802137735849	-1.75253842617442	0.0851800695944978	0.311214844826163	-4.75676088060024
BTAF1	0.157246994252873	7.47574664150943	1.75241675062165	0.0852011741177636	0.311214844826163	-4.75695816445984
TYRP1	0.198711364942527	5.42118994339623	1.75230698694352	0.085220216261496	0.311214844826163	-4.75713612401805
GCAT	0.154235216954023	7.65227039622641	1.75082273825521	0.085478055505454	0.311908565139376	-4.75954155685586
MC1R	-0.213687211206899	7.21036543396226	-1.75075470746989	0.0854898891162742	0.311908565139376	-4.7596517667192
LILRA3	0.278214208333329	9.57966220754717	1.74958246964301	0.085694007664664	0.312373374759024	-4.76155019215596
RAD23A	-0.161469711206898	10.0850567735849	-1.74956463238005	0.0856971167400491	0.312373374759024	-4.76157907063795
SCNN1A	-0.168291109195403	6.33127101886792	-1.74924838876897	0.085752254265364	0.312428837002206	-4.76209102462958
TXNRD2	-0.255054133620692	7.38843045283019	-1.74878301311004	0.0858334467190187	0.312552835926349	-4.76284425239182
GATAD1	-0.135101196839084	7.59979424528302	-1.74859559040065	0.0858661637160299	0.312552835926349	-4.76314755251695
HAGH	-0.251799622126436	10.9468150566038	-1.74820547261254	0.0859342968858436	0.312655419539104	-4.76377877458266
PAM	-0.168799737068968	9.23746075471698	-1.74755769890532	0.0860475281558432	0.312921912336259	-4.7648266140755
INSL3	0.144654968390803	6.69346841509434	1.74725839581349	0.0860998883331243	0.312966895538797	-4.76531065011839
TNFRSF8	-0.224530048850579	6.48593301886792	-1.74668592582988	0.0862001100492974	0.313185729454875	-4.76623624849352
STX8	0.159897554597698	8.50243569811321	1.74484931030927	0.0865222979254499	0.31421044248936	-4.76920395473324
SGSH	-0.183914083333338	9.0373258490566	-1.74428610399225	0.0866212981408893	0.314424062732189	-4.77011345700096
ZBTB6	0.135349655172413	6.44115424528302	1.74403329169866	0.0866657679387751	0.31443963833512	-4.7705216295779
SH3PXD2A	-0.253741393678163	6.21318045283019	-1.7437262224634	0.086719807018392	0.314489902560674	-4.77101733051627
PRDX1	-0.142915127873566	12.0739336981132	-1.74215037981973	0.0869975689118879	0.315351076565278	-4.77355998297562
VAPB	0.0700798922413757	7.21869722641509	1.74165295234258	0.0870853997002362	0.315523304654652	-4.77436216575862
ADRM1	-0.145870872126441	10.0207883207547	-1.74054544908114	0.0872812156171922	0.315956271635302	-4.77614746063256
AOC3	0.179831252873561	6.27242256603774	1.74052041994725	0.0872856451923745	0.315956271635302	-4.77618779587418
DYNLT3	0.118096877873562	8.36164375471698	1.74015385523911	0.0873505399771059	0.316044995774771	-4.7767784671832
CCDC22	-0.247514909482759	7.18910118867925	-1.73969551164879	0.0874317390851547	0.316192601700749	-4.77751687195108
ASCC2	-0.236879344827594	11.5041627735849	-1.73945685878763	0.0874740430398449	0.3161994738244	-4.77790127985443
UBL4A	-0.247549587643682	7.63843454716981	-1.73890050183835	0.0875727295465085	0.316269309099821	-4.77879724386838
MICAL2	0.223592209770112	7.80261549056604	1.73882301022664	0.0875864823125	0.316269309099821	-4.77892201700036
GABRE	0.19437586781609	6.97656677358491	1.7386646072902	0.0876146003230785	0.316269309099821	-4.77917705406867
VPS41	-0.242026028735635	7.55601083018868	-1.73832188434465	0.0876754624643326	0.31634309324383	-4.77972878505425
LYPD1	0.201052298850572	5.72147141509434	1.73796524240827	0.0877388335814424	0.316425857884041	-4.78030282034384
UBE2L6	-0.168552739942532	10.7722193207547	-1.73741210180604	0.0878371952825563	0.316634680000592	-4.78119292323326
GHRH	0.137277859195403	6.55299171698113	1.73712175713703	0.0878888620921973	0.316675062032015	-4.78166003885054
SLC5A2	0.0993849410919507	7.28166898113208	1.73567014414624	0.088147554173673	0.317461002744208	-4.78399439364157
CREB3	0.111623850574709	8.36232586792453	1.73532930706054	0.0882083861019097	0.31753396027302	-4.78454224480901
ATP2C2	0.194851504310344	6.58358573584906	1.73455276555241	0.0883471115215508	0.317887124031107	-4.7857900750648
DOK1	0.142760360632185	8.13338586792453	1.73396630360599	0.0884519998201009	0.318118267735345	-4.7867321343603
E2F6	0.159004438218387	7.98892188679245	1.73351747752877	0.0885323416622016	0.318260958129715	-4.78745291091303
REV3L	0.123913889367811	8.22168498113207	1.73272957592866	0.0886735256131399	0.318476438873563	-4.78871781070976
REG3A	0.190836889367814	5.89134922641509	1.73257597587803	0.0887010708738414	0.318476438873563	-4.78896434088081
MAP3K14	-0.329315597701147	6.72427011320755	-1.73250184667086	0.0887143670769699	0.318476438873563	-4.7890833122798
OGFR	-0.156481564655172	10.0392208867925	-1.73202491651393	0.0887999512220947	0.318557316124362	-4.78984863793486
EEF1A2	0.126200158045975	8.505524	1.7319226806447	0.088818306131275	0.318557316124362	-4.79001267043152
WDR1	-0.110143982758622	11.0476410377358	-1.73115650727355	0.0889559609659339	0.31890487884535	-4.7912416830371
COL5A2	0.219075024425286	7.41449369811321	1.73070558402219	0.0890370587563797	0.318962281152605	-4.79196477822598
MYC	-0.199370511494259	8.35509464150943	-1.73039267947847	0.0890933700587141	0.318962281152605	-4.79246644929152
GNAI1	0.179785231321835	7.12826050943396	1.72959687276656	0.08923671875477	0.318962281152605	-4.7937419784881
PTP4A3	0.176824395114942	8.05248867924528	1.72945243757187	0.0892627563185927	0.318962281152605	-4.79397342483101
CDKN2C	0.121223527298853	7.58043739622642	1.72936553255799	0.0892784258526788	0.318962281152605	-4.79411267513699
SMG7	0.12803000287356	8.69750973584906	1.72930746470019	0.0892888971297413	0.318962281152605	-4.79420571538425
RNF6	0.116856170977012	8.72138137735849	1.72926412811087	0.0892967126044689	0.318962281152605	-4.79427515037731
CREBBP	0.18978387068965	8.79192975471698	1.72891598894022	0.0893595177957981	0.318962281152605	-4.79483289142499
ENTPD5	-0.159479323275862	6.84127160377358	-1.72888338072681	0.089365402271328	0.318962281152605	-4.79488512671031
RHCE	0.106537668103448	7.18476532075472	1.72880504343261	0.0893795403229827	0.318962281152605	-4.79501061207439
DHPS	-0.0945645201149432	9.18815556603774	-1.72781658454882	0.0895580930609132	0.319453799587378	-4.79659354785997
SYNGR3	-0.198483416666668	6.29217428301887	-1.72745370230594	0.0896237171825024	0.31954223720741	-4.79717447085108
STAT2	-0.173786354885056	10.4567888113208	-1.72430281175014	0.0901952017522017	0.321384071030575	-4.8022140118891
MYLPF	0.251047561781607	5.54580618867925	1.72392529441251	0.0902638745828907	0.321384071030575	-4.80281726182208
SH2B1	-0.11110215373563	7.92344154716981	-1.72364640799697	0.0903146335619594	0.321384071030575	-4.8032628295978
HCLS1	-0.254332714080464	11.8023143584906	-1.72362544340327	0.0903184501952246	0.321384071030575	-4.80329632144255
RIMS2	0.201989224137931	6.13197390566038	1.72347612791783	0.0903456371412299	0.321384071030575	-4.80353484884407
SNAPC1	0.251353801724137	7.55399396226415	1.72252286617909	0.0905193638189417	0.321855766127687	-4.80505722258108
MEN1	-0.104323696839088	7.61352226415094	-1.72227624803294	0.0905643535253487	0.321869496225876	-4.80545095286734
CASP9	-0.126565885057469	7.68887530188679	-1.72189072379505	0.0906347204080691	0.321973364463708	-4.80606634814788
